ClusterID	AlignBLK	Alignment_length	genome_pos_mel	genome_pos_yak	genome_pos_pse	genome_pos_vir	length_mel	length_yak	length_pse	length_vir	mappability_mel	mappability_yak	mappability_pse	mappability_vir	ChIP_mel	ChIP_yak	ChIP_pse	ChIP_vir	norm_ChIP_mel	norm_ChIP_yak	norm_ChIP_pse	norm_ChIP_vir	pred_ChIP_mel	pred_ChIP_yak	pred_ChIP_pse	pred_ChIP_vir
9730	2724	1190	chr2R:3934044-3934682	chr2L:16590180-16590844	chr3:5562557-5563200	scaffold_12875:14832519-14833278	639	665	644	760	100	100	100	100	77.96	175.14	60.33	39.71	0.73	1.078	0.736	-0.272	2.3303	2.388	2.4988	1.8965
9731	2724	1315	chr2R:3937340-3938200	chr2L:16593388-16594256	chr3:5565486-5566351	scaffold_12875:14836824-14837612	861	869	866	789	100	100	100	94.937	125.49	192.65	102.03	52.12	1.206	1.174	1.261	0	1.0077	1.2334	1.7006	1.4921
9732	2724	261	chr2R:3944020-3944280	chr2L:16600294-16600554	chr3:5571597-5571857	scaffold_12875:14842970-14843230	261	261	261	261	100	100	100	100	29.07	14.01	29.48	81.91	-0.257	-1.447	0.02	0.452	0.0962	0.5634	0.0023	0.1438
9734	2724	930	chr2R:3955820-3956500	chr2L:16611893-16612573	chr3:5581516-5582244	scaffold_12875:14850973-14851568	681	681	729	596	100	100	100	100	49.23	77.06	18.07	9.93	0.27	0.257	-0.47	-1.659	0.0132	0.2288	0.0544	0.1458
9747	2725	1054	chr2R:4016920-4017900	chr2L:16666260-16667262	chr3:7789156-7790183	scaffold_12875:14908686-14909667	981	1003	1028	982	100	100	100	100	119.17	73.56	29.48	27.3	1.154	0.211	0.02	-0.647	0.9235	1.4378	0.5318	0.8883
9752	2728	343	chr2R:4100375-4100705	chr2L:16752309-16752639	chr3:2087938-2088280	scaffold_12875:9107270-9107612	331	331	343	343	100	100	100	100	56.4	31.52	46.21	71.98	0.406	-0.636	0.469	0.322	0.4708	0.3763	0.1417	0.4127
9753	2728	201	chr2R:4105225-4105425	chr2L:16757185-16757385	chr3:2093063-2093263	scaffold_12875:9112510-9112710	201	201	201	201	100	100	100	100	21.2	49.04	40.08	91.84	-0.572	-0.195	0.327	0.566	0.002	0.0027	0.0114	0.0229
9755	2728	424	chr2R:4112590-4112969	chr2L:16764497-16764871	chr3:2100081-2100392	scaffold_12875:9119730-9120060	380	375	312	331	100	100	83.871	100	24.43	52.54	27.18	79.43	-0.431	-0.126	-0.062	0.421	0.0528	0.5112	0.3657	0.9991
9759	2728	1353	chr2R:4123225-4124075	chr2L:16774981-16775744	chr3:2111510-2111890	scaffold_12875:9130298-9131172	851	764	381	875	100	100	100	100	40.47	98.08	64.86	47.16	0.074	0.499	0.808	-0.101	1.2529	0.9504	1.2215	1.4762
9763	2728	456	chr2R:4156650-4157009	chr2L:16808913-16809260	chr3:2137713-2138067	scaffold_12875:9168398-9168821	360	348	355	424	100	100	100	100	44.25	87.57	37.07	17.37	0.164	0.385	0.249	-1.099	0.6486	0.3059	0.0355	0.3385
9765	2728	460	chr2R:4164278-4164685	chr2L:16818160-16818560	chr3:2148211-2148458	scaffold_12875:9177086-9177307	408	401	248	222	100	100	100	100	33.23	91.07	19.79	34.75	-0.123	0.425	-0.379	-0.406	0.5694	0.4491	0.4177	0.4149
9771	2728	595	chr2R:4212046-4212460	chr2L:16868426-16868823	chr3:2193506-2193980	scaffold_12875:9234680-9235100	415	398	475	421	100	100	100	100	30.01	45.54	30.77	99.28	-0.225	-0.269	0.062	0.644	0.0524	0.0534	0.0681	0.2568
9772	2728	649	chr2R:4222513-4222810	chr2L:16878361-16878654	chr3:2203738-2204328	scaffold_12875:9254260-9254540	298	294	591	281	100	100	100	100	28.02	28.02	29.78	94.32	-0.293	-0.754	0.03	0.593	0.028	0.031	0.2083	0.0171
9773	2728	282	chr2R:4229319-4229533	chr2L:16885044-16885289	chr3:2211022-2211242	scaffold_12875:9264090-9264290	215	246	221	201	100	100	100	100	39.75	28.02	27.86	71.98	0.056	-0.754	-0.037	0.322	0.0535	0.059	0.0938	0.0378
9779	2732	376	chr2R:4278657-4278976	chr2L:16935109-16935428	chr3:2256315-2256672	scaffold_12875:9326170-9326530	320	320	358	361	100	100	100	100	33.23	24.52	16.5	104.25	-0.123	-0.888	-0.561	0.693	0.0974	0.1494	0.1308	0.0116
9784	2732	910	chr2R:4313956-4314423	chr2L:16965990-16966450	chr3:2290796-2291270	scaffold_12875:9372256-9372879	468	461	475	624	100	100	100	100	38.31	112.09	28.11	7.45	0.019	0.632	-0.028	-1.946	1.5204	1.4968	2.0743	1.4571
9799	2732	934	chr2R:4400846-4401185	chr2L:17054690-17055010	chr3:2374381-2374536	scaffold_12875:9519109-9519782	340	321	156	674	100	100	100	100	27.34	80.56	15.97	42.19	-0.318	0.302	-0.594	-0.212	0.0846	0.0868	0.0112	0.2996
9807	2732	790	chr2R:4451003-4451465	chr2L:17107360-17107780	chr3:2418151-2418580	scaffold_12875:9603223-9603619	463	421	430	397	100	100	100	100	30.45	91.07	28.16	7.45	-0.21	0.425	-0.026	-1.946	0.8563	0.6686	0.27	0.1115
9814	2738	1277	chr2R:4528230-4529120	chr2L:17188175-17189134	chr3:13669364-13670280	scaffold_12875:11362982-11363830	891	960	917	849	100	100	100	100	84.54	126.1	70.8	59.57	0.811	0.75	0.896	0.133	1.1589	1.2475	1.2247	0.858
9818	2738	1399	chr2R:4545184-4546160	chr2L:17205006-17205976	chr3:13685436-13686479	scaffold_12875:11385090-11385957	977	971	1044	868	100	100	100	100	111.31	108.59	105.06	126.58	1.086	0.6	1.29	0.887	2.4076	1.557	1.2337	2.4956
9820	2738	835	chr2R:4549845-4550658	chr2L:17209556-17210318	chr3:13689960-13690710	scaffold_12875:11389937-11390675	814	763	751	739	100	100	100	100	28.52	21.02	76.47	89.35	-0.276	-1.042	0.973	0.539	1.0695	0.8646	0.9993	0.6559
9821	2738	782	chr2R:4557864-4558306	chr2L:17218300-17218710	chr3:13698488-13699059	scaffold_12875:11401000-11401479	443	411	572	480	100	100	100	100	33.29	101.58	25.96	19.86	-0.121	0.534	-0.107	-0.966	0.0556	0.403	0.0608	0.0126
9831	2741	599	chr2R:4606866-4607428	chr2L:17270500-17271070	chr3:13750334-13750815	scaffold_12875:11458070-11458548	563	571	482	479	100	100	100	100	52.32	175.14	31.15	9.93	0.331	1.078	0.075	-1.659	0.9754	0.7669	0.6999	0.0176
9834	2742	920	chr2R:4623007-4623485	chr2L:17286560-17287060	chr3:13770692-13771359	scaffold_13324:2822095-2822691	479	501	668	597	100	100	100	100	49.39	84.07	26.39	32.27	0.274	0.344	-0.091	-0.48	0.024	0.0211	0.0875	0.4363
9847	2742	370	chr2R:4703698-4703881	chr2L:17361728-17361908	chr3:13849884-13850135	scaffold_13324:2910480-2910730	184	181	252	251	100	100	100	100	38.8	59.55	28.52	79.43	0.032	0	-0.014	0.421	0.018	0.0165	0.0286	0.0101
9856	2743	323	chr2R:4751327-4751605	chr2L:17409878-17410156	chr3:13900461-13900705	scaffold_12875:1736620-1736850	279	279	245	231	100	100	100	100	40.72	35.03	21.56	71.98	0.081	-0.531	-0.293	0.322	6e-04	9e-04	0.0053	0.0579
9870	2744	281	chr2R:4800345-4800625	chr2L:17458390-17458670	chr3:13597646-13597926	scaffold_12875:1783180-1783460	281	281	281	281	100	100	100	100	35.2	21.02	30.11	79.43	-0.065	-1.042	0.041	0.421	0.0143	0.0051	0.1888	0.0792
9872	2744	329	chr2R:4808384-4808525	chr2L:17466489-17466636	chr3:13588358-13588508	scaffold_12875:1791650-1791840	142	148	151	191	100	100	100	100	34.78	24.52	23.03	71.98	-0.077	-0.888	-0.227	0.322	5e-04	8e-04	0.0089	0.8567
9877	2746	323	chr2R:4839228-4839495	chr2L:17497303-17497568	chr3:595960-596210	scaffold_12875:119894-120167	268	266	251	274	100	100	100	100	34.24	17.51	57.97	34.75	-0.093	-1.224	0.696	-0.406	0.2503	0.0093	0.3032	0.2351
9884	2748	592	chr2R:4912598-4912897	chr2L:17573379-17573665	chr3:9627670-9628070	scaffold_12875:29027-29471	300	287	401	445	100	100	100	100	32.86	28.02	79.23	64.53	-0.134	-0.754	1.008	0.213	0.0276	0.034	0.0627	0.1873
9889	2749	1115	chr2R:4942710-4943440	chr2L:17603964-17604685	chr3:9655909-9656376	scaffold_12875:20602966-20603623	731	722	468	658	100	100	100	100	71.66	122.6	30.26	32.27	0.646	0.722	0.046	-0.48	1.812	1.4828	0.1205	0.0295
9895	2751	161	chr2R:4991768-4991928	chr2L:17653990-17654150	chr3:9704159-9704319	scaffold_12823:1595140-1595300	161	161	161	161	100	100	100	100	24.36	7.01	13.36	67.02	-0.433	-2.14	-0.772	0.251	0.001	0.0055	2e-04	0.0036
9900	2752	400	chr2R:5013608-5013878	chr2L:17675342-17675611	chr3:9731570-9731880	scaffold_10324:992069-992366	271	270	311	298	100	100	100	100	41.6	56.04	55.16	7.45	0.102	-0.0610000000000001	0.646	-1.946	1.0529	1.0503	1.7603	1.2732
9905	2753	302	chr2R:5047097-5047375	chr2L:17702576-17702860	chr3:14646068-14646349	scaffold_12823:1770800-1771090	279	285	282	291	100	100	100	100	31.18	42.03	30.9	79.43	-0.186	-0.349	0.067	0.421	0.0133	0.2611	0.4292	0.0312
9908	2753	1049	chr2R:5057372-5058370	chr2L:17712829-17713818	chr3:14667850-14668856	scaffold_12823:1759059-1760090	999	990	1007	1032	100	100	100	100	46.98	45.54	51.14	79.43	0.223	-0.269	0.57	0.421	2.0369	0.5826	0.2954	1.1357
9910	2753	341	chr2R:5059448-5059788	chr2L:17714900-17715240	chr3:14669939-14670279	scaffold_12823:1757686-1758026	341	341	341	341	100	100	100	100	36.38	87.57	13.66	47.16	-0.032	0.385	-0.749	-0.101	0.2694	0.3463	0.0081	0.0378
9918	2756	211	chr2R:5117191-5117401	chr2L:17772097-17772307	chr3:9183519-9183729	scaffold_12875:14399420-14399630	211	211	211	211	100	100	100	100	33.47	17.51	25.51	67.02	-0.116	-1.224	-0.125	0.251	0.0191	0.0121	0.0025	0.0181
9921	2756	224	chr2R:5153274-5153494	chr2L:17807745-17807965	chr3:9221190-9221392	scaffold_12875:14443940-14444160	221	221	203	221	100	100	100	100	25.23	24.52	12.63	71.98	-0.398	-0.888	-0.828	0.322	0.1279	0.1437	0.0233	0.0224
9945	2765	227	chr2R:5447102-5447268	chr2L:18078260-18078426	chr3:15888229-15888401	scaffold_10324:238000-238220	167	167	173	221	100	100	100	100	26.28	31.52	20.22	71.98	-0.357	-0.636	-0.357	0.322	0.0276	0.0475	0.0077	0.065
9947	2767	231	chr2R:5472576-5472806	chr2L:18104469-18104699	chr3:14101701-14101931	scaffold_12875:5746700-5746930	231	231	231	231	100	100	100	100	28.58	14.01	20.42	67.02	-0.274	-1.447	-0.348	0.251	0.0074	3e-04	0.0358	0.0196
9956	2767	979	chr2R:5547350-5547730	chr2L:18179137-18179560	chr3:14176863-14177363	scaffold_12875:5842012-5842541	381	424	501	530	100	100	100	100	57.83	129.6	23.03	39.71	0.431	0.777	-0.227	-0.272	0.0157	0.0222	0.0999	0.0736
9957	2767	268	chr2R:5560437-5560600	chr2L:18192717-18192867	chr3:14191537-14191640	scaffold_12875:5862000-5862220	164	151	104	221	100	100	100	100	28.76	38.53	21.79	79.43	-0.267	-0.436	-0.283	0.421	0.0032	0.0031	1e-04	0.0354
9959	2767	298	chr2R:5577434-5577686	chr2L:18209805-18210057	chr3:14206931-14207192	scaffold_12875:5885090-5885360	253	253	262	271	100	100	100	100	27.27	38.53	22.42	94.32	-0.32	-0.436	-0.254	0.593	0.0126	0.4591	2.1241	0.3115
9966	2769	914	chr2R:5632072-5632450	chr2L:18258020-18258430	chr3:14255553-14256127	scaffold_12875:5943029-5943766	379	411	575	738	100	100	100	100	34.78	94.57	27.23	14.89	-0.077	0.462	-0.06	-1.253	0.8018	1.2449	0.678	1.0374
9969	2769	382	chr2R:5656598-5656894	chr2L:18281039-18281320	chr3:14278150-14278449	scaffold_12875:5978550-5978840	297	282	300	291	100	100	100	100	26.03	31.52	41.63	67.02	-0.367	-0.636	0.365	0.251	0.3899	0.0024	3e-04	0.001
9992	2779	703	chr2R:5798225-5798758	chr2L:18424370-18424910	chr3:10976386-10976821	scaffold_12875:20467146-20467340	534	541	436	195	100	100	100	100	19.28	108.59	18.22	19.86	-0.667	0.6	-0.462	-0.966	0.998	1.6124	0.7142	0.0037
9995	2779	530	chr2R:5809640-5809950	chr2L:18435633-18435952	chr3:10964383-10964726	scaffold_12875:20482733-20483112	311	320	344	380	100	100	100	100	55.99	49.04	26.39	17.37	0.399	-0.195	-0.091	-1.099	0.7798	0.6005	0.0475	0.6777
9996	2779	377	chr2R:5817545-5817640	chr2L:18443423-18443502	chr3:10956827-10957162	scaffold_12875:20492890-20493070	96	80	336	181	100	100	100	100	26.72	10.51	26.97	71.98	-0.341	-1.735	-0.069	0.322	0.0066	0.0066	0.1702	0.0035
10002	2779	756	chr2R:5847630-5848001	chr2L:18475010-18475352	chr3:10920744-10921104	scaffold_12875:20532745-20533058	372	343	361	314	100	100	100	100	37.94	80.56	29.88	69.5	0.01	0.302	0.033	0.287	0.2995	0.2808	0.7386	0.07
10003	2780	245	chr2R:5848001-5848222	chr2L:18475352-18475575	chr3:10920540-10920744	scaffold_12875:15076045-15076256	222	224	205	212	100	100	100	100	34.22	80.56	41.55	27.3	-0.094	0.302	0.363	-0.647	0.5896	0.6004	0.0107	0.1598
10004	2781	4454	chr2R:5864370-5867140	chr2L:18491406-18494305	chr3:10904430-10907474	scaffold_12875:1336351-1339243	2771	2900	3045	2893	100	100	100	100	244.75	273.22	173.46	89.35	1.874	1.523	1.792	0.539	6.4407	5.6301	5.7421	4.3378
10007	2781	801	chr2R:5872270-5872850	chr2L:18500267-18500846	chr3:10898120-10898657	scaffold_12875:1347226-1347808	581	580	538	583	100	100	100	100	67.5	35.03	97.4	44.68	0.586	-0.531	1.215	-0.155	1.3182	2.2316	1.1179	1.7726
10008	2781	2749	chr2R:5873020-5874710	chr2L:18501022-18502853	chr3:10896158-10897930	scaffold_12875:1348071-1350095	1691	1832	1773	2025	100	96.721	100	100	383.03	395.81	219.31	208.49	2.322	1.894	2.026	1.386	7.8313	8.1998	8.4411	7.9764
10023	2787	333	chr2R:5951817-5952147	chr2L:18584500-18584830	chr3:6164847-6165177	scaffold_12875:12482542-12482869	331	331	331	328	100	100	100	100	24.11	87.57	41.58	7.45	-0.444	0.385	0.363	-1.946	0.6378	0.5583	0.038	0.0036
10025	2789	583	chr2R:5960806-5961350	chr2L:18593556-18594073	chr3:6174027-6174229	scaffold_12875:15042260-15042460	545	518	203	201	100	100	100	100	23.93	35.03	28.26	84.39	-0.451	-0.531	-0.022	0.481	0.1966	0.7664	0.0166	0.0019
10035	2795	247	chr2R:6024094-6024322	chr2L:18656865-18657093	chr3:6872790-6873024	scaffold_12875:15864580-15864820	229	229	235	241	100	100	100	100	25.91	28.02	29.58	106.73	-0.372	-0.754	0.023	0.716	7e-04	0.0565	0.0023	0.002
10036	2795	514	chr2R:6028198-6028649	chr2L:18661091-18661541	chr3:6877110-6877580	scaffold_12875:15870245-15870730	452	451	471	486	100	100	100	100	39.92	42.03	80.8	67.02	0.061	-0.349	1.028	0.251	0.3736	0.0207	0.4509	0.0721
10046	2795	1435	chr2R:6115597-6116070	chr2L:18741143-18741567	chr3:6951341-6951984	scaffold_12875:15988830-15990062	474	425	644	1233	100	100	100	100	47.05	28.02	23.51	69.5	0.225	-0.754	-0.207	0.287	0.5951	0.558	0.0081	2.0413
10057	2796	1057	chr2R:6192609-6193480	chr2L:18820756-18821342	chr3:7253473-7254047	scaffold_12875:16093050-16093783	872	587	575	734	100	100	100	100	52.02	45.54	24.92	89.35	0.325	-0.269	-0.148	0.539	1.9276	1.4504	0.2482	0.5736
10058	2796	329	chr2R:6198741-6199062	chr2L:18826555-18826876	chr3:7245515-7245832	scaffold_12875:16100280-16100600	322	322	318	321	100	100	100	100	37.32	24.52	24.92	76.94	-0.00699999999999999	-0.888	-0.148	0.389	0.1433	0.1385	0.5189	0.8868
10060	2796	231	chr2R:6206948-6207178	chr2L:18835053-18835283	chr3:7237532-7237762	scaffold_12875:16110120-16110350	231	231	231	231	100	100	100	100	27.4	52.54	30.95	67.02	-0.316	-0.126	0.068	0.251	0.006	0.0042	0.0724	0.0381
10063	2796	945	chr2R:6246450-6246709	chr2L:18873700-18873990	chr3:7198077-7198898	scaffold_12875:16165497-16165760	260	291	822	264	100	100	93.902	100	20.58	94.57	18.22	17.37	-0.602	0.462	-0.462	-1.099	0.1798	0.1842	0.3393	1.0149
10066	2796	1523	chr2R:6292571-6292894	chr2L:18918950-18919260	chr3:7152958-7153288	scaffold_12875:16242403-16243742	324	311	331	1340	100	100	100	100	39.62	84.07	21.79	24.82	0.053	0.344	-0.283	-0.742	0.0712	1.0218	0.0681	0.9302
10067	2796	738	chr2R:6293285-6293589	chr2L:18919645-18919950	chr3:7152100-7152520	scaffold_12875:16244104-16244707	305	306	421	604	100	100	100	100	24.93	17.51	66.12	14.89	-0.41	-1.224	0.827	-1.253	0.9988	1.0952	1.8817	1.0138
10080	2799	1049	chr2R:6372549-6373230	chr2R:2767042-2767710	chr3:16232641-16233367	scaffold_12875:16338793-16339619	682	669	727	827	100	100	100	100	51.2	136.61	56.66	79.43	0.309	0.83	0.673	0.421	0.2338	0.2116	0.3924	0.8812
10081	2799	1154	chr2R:6373758-6374615	chr2R:2765870-2766720	chr3:16231772-16232568	scaffold_12875:16340095-16340815	858	851	797	721	100	100	100	100	80.38	150.62	47.42	24.82	0.761	0.928	0.495	-0.742	1.1996	1.2325	0.6591	1.0966
10082	2799	213	chr2R:6377707-6377898	chr2R:2762552-2762743	chr3:16228782-16228991	scaffold_12875:16344690-16344890	192	192	210	201	100	100	100	100	19.15	35.03	28.95	79.43	-0.674	-0.531	0.001	0.421	0.1527	0.17	0.0185	0.2456
10085	2799	1445	chr2R:6422190-6423030	chr2R:2717779-2718611	chr3:16181568-16182586	scaffold_12875:16408003-16409219	841	833	1019	1217	100	100	100	95.868	77	66.55	29.18	14.89	0.718	0.111	0.00900000000000001	-1.253	0.271	0.307	0.0895	0.0481
10086	2799	921	chr2R:6423532-6424060	chr2R:2716720-2717250	chr3:16180428-16181162	scaffold_12875:16409694-16410418	529	531	735	725	100	100	97.297	100	77.05	98.08	35.6	19.86	0.718	0.499	0.208	-0.966	0.8729	0.8818	0.7939	0.7314
10087	2799	276	chr2R:6426747-6426872	chr2R:2713984-2714085	chr3:16177802-16177897	scaffold_12875:16413250-16413470	126	102	96	221	100	100	100	100	10.6	38.53	16.5	81.91	-1.265	-0.436	-0.561	0.452	0.0025	0.0026	0.0388	0.0672
10088	2799	698	chr2R:6427831-6428178	chr2R:2712570-2712920	chr3:16176382-16176831	scaffold_12875:16415336-16415962	348	351	450	627	100	100	100	100	25.36	119.09	32.67	7.45	-0.393	0.693	0.122	-1.946	0.6479	0.6248	0.0258	0.111
10091	2799	1151	chr2R:6469443-6470113	chr2R:2669010-2669650	chr3:16138716-16139142	scaffold_12875:16456826-16457553	671	641	427	728	100	100	100	100	46.99	122.6	40.99	32.27	0.224	0.722	0.349	-0.48	1.8505	1.4056	0.8185	1.0855
10092	2799	1222	chr2R:6470450-6471270	chr2R:2667848-2668692	chr3:16137910-16138716	scaffold_12875:16457573-16458126	821	845	807	554	100	100	100	100	70.53	80.56	35.55	24.82	0.63	0.302	0.207	-0.742	0.1173	0.1259	0.1922	0.0928
10093	2799	621	chr2R:6483807-6484222	chr2R:2663450-2663860	chr3:16133566-16133969	scaffold_12875:16462504-16462942	416	411	404	439	100	100	100	100	25.11	84.07	26.9	39.71	-0.403	0.344	-0.072	-0.272	0.0226	0.0214	0.0084	0.0472
10100	2799	213	chr2R:6562666-6562769	chr2R:2602070-2602170	chr3:16082637-16082771	scaffold_12875:16535640-16535820	104	101	135	181	100	100	100	100	17.12	24.52	27.38	84.39	-0.786	-0.888	-0.054	0.481	0	0	0.0015	5e-04
10104	2799	304	chr2R:6603926-6604229	chr2R:2560511-2560814	chr3:16044151-16044451	scaffold_12875:16599000-16599300	304	304	301	301	100	100	100	100	30.51	24.52	18.02	71.98	-0.208	-0.888	-0.473	0.322	0.4808	0.4764	0.3715	0.3636
10107	2799	683	chr2R:6622474-6622907	chr2R:2536300-2536790	chr3:16025830-16026050	scaffold_12875:16626516-16626834	434	491	221	319	100	100	100	100	20.89	52.54	54.1	7.45	-0.587	-0.126	0.627	-1.946	0.2417	0.2909	0.181	0.9742
10112	2799	1308	chr2R:6682626-6683144	chr2R:2447498-2448063	chr3:15968001-15968571	scaffold_12875:16714300-16714730	519	566	571	431	100	100	100	100	25.18	24.52	34.87	67.02	-0.4	-0.888	0.188	0.251	0.2236	0.2391	0.4915	0.1381
10114	2799	261	chr2R:6699161-6699421	chr2R:2431440-2431700	chr3:15947292-15947552	scaffold_12875:16734020-16734280	261	261	261	261	100	100	100	100	22.93	31.52	22.19	69.5	-0.494	-0.636	-0.264	0.287	0.3796	0.4148	0.3429	0.004
10116	2801	430	chr2R:6729906-6730283	chr2R:2400918-2401295	chr3:12147184-12147585	scaffold_12875:11010460-11010840	378	378	402	381	100	100	100	100	28.39	21.02	32.57	67.02	-0.28	-1.042	0.119	0.251	0.376	0.3903	0.5785	0.0778
10118	2801	826	chr2R:6732005-6732438	chr2R:2398672-2399191	chr3:12149460-12149750	scaffold_12875:11012785-11013084	434	520	291	300	100	100	100	100	42.09	63.05	67.01	9.93	0.113	0.0569999999999999	0.841	-1.659	0.0202	0.0372	1.2033	0.0362
10120	2802	243	chr2R:6762624-6762801	chr2R:2367697-2367884	chr3:12176257-12176456	scaffold_12875:11038670-11038910	178	188	200	241	100	100	100	100	28.7	38.53	24.39	84.39	-0.269	-0.436	-0.17	0.481	0.0072	0.261	0.0054	0.0131
10122	2803	301	chr2R:6770187-6770487	chr2R:2358579-2358879	chr3:12184739-12185039	scaffold_12875:11046230-11046530	301	301	301	301	100	100	100	100	22.75	38.53	17.43	106.73	-0.502	-0.436	-0.506	0.716	0.0149	0.0133	0.1709	0.1912
10132	2807	504	chr2R:6885867-6886189	chr2R:2244552-2244892	chr3:18850557-18850833	scaffold_12823:292910-293270	323	341	277	361	100	100	100	100	33.97	35.03	13.66	67.02	-0.101	-0.531	-0.749	0.251	0.0623	0.0831	0.0589	0.2156
10138	2807	595	chr2R:6961548-6961927	chr2R:2181490-2181950	chr3:18787296-18787607	scaffold_12823:245156-245496	380	461	312	341	100	100	100	100	25.74	87.57	12.73	27.3	-0.378	0.385	-0.82	-0.647	1.5969	1.6532	0.8747	0.4545
10148	2808	635	chr2R:7062912-7063334	chr2R:2080740-2081210	chr3:18705144-18705626	scaffold_12823:1285974-1286303	423	471	483	330	100	100	100	100	28.77	94.57	15.08	4.96	-0.267	0.462	-0.651	-2.352	0.8172	0.8133	0.8136	0.823
10161	2810	2210	chr2R:7124806-7125500	chr2R:2018921-2019610	chr3:11013004-11013852	scaffold_10324:300025-301730	695	690	849	1706	100	100	100	100	168.13	185.65	64.45	27.3	1.498	1.137	0.802	-0.647	1.2846	1.2737	0.9445	1.7148
10168	2810	376	chr2R:7182871-7183154	chr2R:1957252-1957525	chr3:11071296-11071637	scaffold_10324:382640-382870	284	274	342	231	100	100	100	100	39.85	42.03	16.85	81.91	0.059	-0.349	-0.54	0.452	0.008	0.2141	0.0324	1.2701
10172	2812	750	chr2R:7217430-7217970	chr2R:1925182-1925708	chr3:14076622-14077166	scaffold_12823:2446274-2446921	541	527	545	648	100	100	100	100	73.63	49.04	36.69	34.75	0.673	-0.195	0.238	-0.406	2.0751	2.3582	1.6697	1.0401
10173	2813	181	chr2R:7225852-7226032	chr2R:1917074-1917254	chr3:14084901-14085081	scaffold_12875:5724510-5724690	181	181	181	181	100	100	100	100	27.03	28.02	28.06	79.43	-0.329	-0.754	-0.03	0.421	0.1544	0.0341	0.0056	0.2134
10178	2815	1243	chr2R:7287988-7288444	chr2R:9671720-9672190	chr3:13484124-13484674	scaffold_12875:13207286-13208281	457	471	551	996	100	100	100	100	43.83	84.07	31.88	27.3	0.154	0.344	0.098	-0.647	1.1259	0.7758	0.5239	1.986
10182	2816	374	chr2R:7311181-7311316	chr2R:9651618-9651788	chr3:4491948-4492138	scaffold_12875:13179580-13179800	136	171	191	221	100	100	100	100	19.84	31.52	27.73	86.87	-0.638	-0.636	-0.041	0.51	0.1016	0.3633	0.0673	0.6866
10190	2816	1545	chr2R:7342590-7343677	chr2R:9618950-9620078	chr3:4524410-4525236	scaffold_12875:13141257-13142227	1088	1129	827	971	100	100	100	100	80.08	112.09	35.81	24.82	0.757	0.632	0.214	-0.742	3.1544	3.1898	0.4057	1.3325
10192	2816	1120	chr2R:7362980-7363530	chr2R:9600057-9600619	chr3:4544774-4545450	scaffold_12875:13118976-13119823	551	563	677	848	100	100	100	98.824	77.34	112.09	24.14	57.09	0.722	0.632	-0.18	0.091	1.9109	1.581	0.0857	0.0506
10194	2816	364	chr2R:7374000-7374204	chr2R:9589279-9589471	chr3:4556196-4556458	scaffold_12875:13106340-13106520	205	193	263	181	100	100	100	100	21.2	42.03	23.15	69.5	-0.572	-0.349	-0.222	0.287	0.0284	0.0234	0.0198	0.1646
10198	2816	274	chr2R:7388959-7389185	chr2R:9573978-9574225	chr3:4571141-4571341	scaffold_12875:13083080-13083320	227	248	201	241	100	100	100	100	25.3	45.54	19.59	71.98	-0.395	-0.269	-0.389	0.322	0.1397	0.1896	0.0322	0.0389
10199	2816	292	chr2R:7392004-7392229	chr2R:9570840-9571054	chr3:4575333-4575580	scaffold_12875:13079200-13079430	226	215	248	231	100	100	100	100	33.66	24.52	16.6	69.5	-0.11	-0.888	-0.555	0.287	0.0754	0.0808	0.1279	0.0743
